time,x,v,theta1,omega1,theta2,omega2,theta3,omega3,force,push
1.975000000000000089e-01,2.001929680885725787e-03,5.900190578934115526e-02,2.599541824231775197e-02,-6.819455044210798178e-02,1.902485348926194128e-02,-4.608803214339082799e-02,1.519981158042442264e-02,-4.201884339898311060e-02,6.720385343857104843e-01,0.000000000000000000e+00
2.000000000000000111e-01,2.151828326741718044e-03,6.091162407798948741e-02,2.581790461732149863e-02,-7.379132420017521510e-02,1.890649577845657237e-02,-4.859404785164823243e-02,1.509335669998094348e-02,-4.314446534503713765e-02,6.614938954970117635e-01,0.000000000000000000e+00
2.025000000000000133e-01,2.306460284908014476e-03,6.278833209390509429e-02,2.562658843251781199e-02,-7.923596831426427123e-02,1.878190490578415112e-02,-5.107408762095861504e-02,1.498409265627622527e-02,-4.426600551446625842e-02,6.504903323683146610e-01,0.000000000000000000e+00
2.049999999999999878e-01,2.465741399369680148e-03,6.463074375561497775e-02,2.542185452210607086e-02,-8.452495855138704439e-02,1.865114931092941297e-02,-5.352537372190904752e-02,1.487203091051114701e-02,-4.538246138867331470e-02,6.390634362088007947e-01,0.000000000000000000e+00
2.074999999999999900e-01,2.629584433770602685e-03,6.643768025921521769e-02,2.520409591198065347e-02,-8.965526185217324862e-02,1.851430421179289451e-02,-5.594526130181215473e-02,1.475718540797361228e-02,-4.649284842653839817e-02,6.272476458850118064e-01,0.000000000000000000e+00
2.099999999999999922e-01,2.797899335003239084e-03,6.820806639189244680e-02,2.497371262119408436e-02,-9.462431286843435430e-02,1.837145127252259175e-02,-5.833123814712886518e-02,1.463957253155783421e-02,-4.759620127923990668e-02,6.150762391510795624e-01,0.000000000000000000e+00
2.124999999999999944e-01,2.970593487564076457e-03,6.994092683305723479e-02,2.473111052164022119e-02,-9.942999085752152189e-02,1.822267827256929262e-02,-6.068092410653787294e-02,1.451921105235692150e-02,-4.869157491705745910e-02,6.025813280067069400e-01,0.000000000000000000e+00
2.149999999999999967e-01,3.147571958659069712e-03,7.163538245512153513e-02,2.447670025500780708e-02,-1.040705969788664476e-01,1.806807877758126110e-02,-6.299207020061513285e-02,1.439612207754675278e-02,-4.977804566982794998e-02,5.897938578899051265e-01,0.000000000000000000e+00
2.174999999999999989e-01,3.328737734072268264e-03,7.329064663505664712e-02,2.421089620594703978e-02,-1.085448320334226058e-01,1.790775181289027546e-02,-6.526255744317009666e-02,1.427032899577473923e-02,-5.085471218290728984e-02,5.767436104211389747e-01,0.000000000000000000e+00
2.200000000000000011e-01,3.513991944837598948e-03,7.490602158700146451e-02,2.393411553029571939e-02,-1.128517746822754741e-01,1.774180154027956910e-02,-6.749039539834061907e-02,1.414185742026221465e-02,-5.192069629064773734e-02,5.634592094240309379e-01,0.000000000000000000e+00
2.225000000000000033e-01,3.703234084778391031e-03,7.648089472535245237e-02,2.364677723712608690e-02,-1.169908601764484135e-01,1.757033693866510288e-02,-6.967372049658265842e-02,1.401073512982402118e-02,-5.297514380953557978e-02,5.499681299565137849e-01,0.000000000000000000e+00
2.250000000000000056e-01,3.896362219001788928e-03,7.801473506695495719e-02,2.334930132329864419e-02,-1.209618596258818651e-01,1.739347148926508740e-02,-7.181079413171032044e-02,1.387699200800332835e-02,-5.401722525324807039e-02,5.362967100939091125e-01,0.000000000000000000e+00
2.275000000000000078e-01,4.093273183455759835e-03,7.950708968022980605e-02,2.304210795914403073e-02,-1.247648598316945245e-01,1.721132286577842924e-02,-7.390000056015191832e-02,1.374065998051397092e-02,-5.504613647198264292e-02,5.224701652139422947e-01,0.000000000000000000e+00
2.300000000000000100e-01,4.293862775675031870e-03,8.095758018830992442e-02,2.272561672383852788e-02,-1.284002437021470044e-01,1.702401263004115275e-02,-7.593984462259455170e-02,1.360177295117659738e-02,-5.606109921848786981e-02,5.085126045416847873e-01,0.000000000000000000e+00
2.325000000000000122e-01,4.498025936859068735e-03,8.236589933252908002e-02,2.240024588899205277e-02,-1.318686712692107299e-01,1.683166593358064941e-02,-7.792894930719811153e-02,1.346036673652877859e-02,-5.706136164328495797e-02,4.944470497208506288e-01,0.000000000000000000e+00
2.349999999999999867e-01,4.705656925440143690e-03,8.373180760189928573e-02,2.206641174892953403e-02,-1.351710613193010113e-01,1.663441122544086215e-02,-7.986605317257394754e-02,1.331647899928293556e-02,-5.804619872161287386e-02,4.802954551867593125e-01,0.000000000000000000e+00
2.374999999999999889e-01,4.916649482312831533e-03,8.505512993353687989e-02,2.172452799611660976e-02,-1.383085736485642481e-01,1.643237996660728770e-02,-8.175000764774818796e-02,1.317014918079958269e-02,-5.901491261466028371e-02,4.660787301251634318e-01,0.000000000000000000e+00
2.399999999999999911e-01,5.130896987907807016e-03,8.633575248834896021e-02,2.137500514015840819e-02,-1.412825919501107808e-01,1.622570635131880337e-02,-8.357977422536874701e-02,1.302141843273695206e-02,-5.996683296766491811e-02,4.518167618106465611e-01,0.000000000000000000e+00
2.424999999999999933e-01,5.348292611302841830e-03,8.757361950567454922e-02,2.101824996878530125e-02,-1.440947073377655541e-01,1.601452703551387372e-02,-8.535442156347131104e-02,1.287032954803158172e-02,-6.090131714746706282e-02,4.375284401279273538e-01,0.000000000000000000e+00
2.449999999999999956e-01,5.568729451572393754e-03,8.876873023998785306e-02,2.065466504923134036e-02,-1.467467025082645204e-01,1.579898087262154860e-02,-8.707312251019654059e-02,1.271692689135801163e-02,-6.181775042209947113e-02,4.232316830895230808e-01,0.000000000000000000e+00
2.474999999999999978e-01,5.792100671584245360e-03,8.992113598221604387e-02,2.028464826840948448e-02,-1.492405365413592977e-01,1.557920865687284495e-02,-8.873515106495044602e-02,1.256125632920928811e-02,-6.271554608498247640e-02,4.089434631733332992e-01,0.000000000000000000e+00
2.500000000000000000e-01,6.018299624457372488e-03,9.103093716770127575e-02,1.990859241029189347e-02,-1.515783303350054512e-01,1.535535287427543596e-02,-9.033987928862516337e-02,1.240336515973356271e-02,-6.359414552627160044e-02,3.946798343141839638e-01,0.000000000000000000e+00
2.525000000000000022e-01,6.247219972899672319e-03,9.209828057234686893e-02,1.952688476891333708e-02,-1.537623526707036226e-01,1.512755746136411512e-02,-9.188677417464956310e-02,1.224330204245575870e-02,-6.445301825387596273e-02,3.804559593940100015e-01,0.000000000000000000e+00
